id,city,lat,long,pop
584,Şabyā,17.1547981,42.6268969,446668
585,Yuetang,27.872028,112.969479,223023
586,Malo,-7.116667,111.716667,1215504
587,Pukou,32.059093,118.627894,1022937
588,Kowalewo Pomorskie,53.15467,18.89802,273705
589,São Gabriel da Cachoeira,0.5582388,-68.1431414,414244
590,Fengyang,32.874735,117.531622,298204
591,Ciulu,-7.511308,108.6517064,896934
592,Novaya Tavolzhanka,50.3530658,36.8272273,1181605
593,Krajan,-7.5450262,111.6556388,702472
594,Khodzha-Maston,38.74457,68.62702,524018
595,Zapala,-34.6091049,-58.7005845,1197036
596,Uddevalla,57.7184535,12.0083611,412641
597,Sibay,52.7189291,58.677007,718658
598,Lingcheng,37.335794,116.576092,1335933
599,Adelaide,-34.9284989,138.6007456,1286721
600,Phoenix,33.45,-112.08,1391489
601,Anjani Barat,-8.3535966,116.0594701,1373058
602,Yajiang,30.031533,101.014425,793922
603,Paritjunus,2.06823,100.59082,557425
604,Koynare,43.3615249,24.1502631,238292
605,Lucan,52.6396679,-9.4904891,996607
606,Tucdao,11.6786404,124.4087296,994035
607,Thị Trấn Kim Tân,20.1276773,105.6691136,1125930
608,Sumberagung,-8.557437,114.0369075,330969
609,Gostovići,43.7356628,17.8317085,1340457
610,Kotablolong,-8.2994,123.2655,207765
611,Ivoti,-29.5795648,-51.1689963,477869
612,Aquin,18.2807252,-73.3959201,318201
613,Choibalsan,48.0951271,114.5356247,936810
614,Prachuap Khiri Khan,12.3958358,99.8571416,805227
615,Krzyżanowice,49.9742851,18.2638644,372763
616,Krajan Jabungcandi,-7.7218793,113.4785837,1157700
617,Roissy Charles-de-Gaulle,48.989038,2.513543,744529
618,Baizhang,31.918232,119.976948,905331
619,Dolsk,51.9817834,17.0627666,1255063
620,Simod,16.0120719,120.3093044,1064305
621,Mojorejo,-7.9017349,112.5632485,1190733
622,Changsu,34.65,127.016667,918772
623,Zhendong,34.137139,120.227624,319110
624,Kōfu-shi,35.649152,138.5884549,914978
625,Essen,51.4188047,6.9643749,860772
626,Avignon,43.8317876,4.3686291,1161119
627,Liběšice,50.3448824,15.3606459,429851
628,Xiushi,27.999411,115.932899,462683
629,Koktokay,47.211019,89.803615,1320044
630,Hưng Nguyên,18.6316742,105.629523,316425
631,Kawalimukti,-7.1841565,108.3652973,1085894
632,Loukhi,66.0733463,33.0544476,1442733
633,Dobra,53.5659675,15.28454,479958
634,Magdalena,14.453071,121.030984,374676
635,Nanmo,49.1919498,-123.9681079,1064563
636,Al ‘Awjah,34.5235452,43.7190392,1142172
637,Vista Hermosa,23.7322067,-99.1829833,703399
638,Sanjiangkou,32.540157,111.513127,695370
639,Cisantri,-7.068288,106.8953043,245940
640,Muli,2.9205384,73.5807606,630996
641,Prince Rupert,54.311687,-130.3293111,792503
642,Monte Alegre,-6.0912649,-35.4124355,1358847
643,Guling,29.204461,116.512037,461058
644,Sampungu,-8.3069745,118.5097517,356015
645,Karangampel,-6.4713068,108.4572788,1052105
646,Yujiawu,38.995854,117.688815,745220
647,Paldit,16.16667,120.53333,494852
648,Alto do Estanqueiro,38.6805556,-8.923648,667907
649,Ishiki,37.9337124,139.3844092,454420
650,Xiangyang,32.009016,112.122426,488139
651,Badean,-7.9199459,113.8138552,170257
652,Concepción,-11.9187621,-75.3149796,1381400
653,Barvinkove,48.9014667,37.0181437,357118
654,Salamrejo,-8.0685658,111.6809778,889195
655,Alburitel,39.6445351,-8.5226286,603598
656,Oslo,59.9451756,10.6392492,614857
657,Kuusjoki,60.5201867,23.2169967,1256783
658,Hongyang,27.9676537,120.6344509,1494019
659,Xique Xique,-15.8146532,-47.9029793,831959
660,Shanghu,31.2303904,121.4737021,1172188
661,San Carlos,-17.4047609,-63.7311505,1364949
662,Kabarnet,0.490107,35.743418,993550
663,Babat,-7.1033128,112.2026347,1497747
664,Krajan,-7.5450262,111.6556388,840066
665,Hadapu Zhen,34.226971,104.228437,590626
666,Siedlce,49.687421,20.7765351,1027828
667,Shengping,22.6695494,113.2476081,573879
668,Verkhnya Rozhanka,48.7799795,23.51569,1152314
669,Khao Khitchakut,12.8359913,102.1687531,1291762
670,Agrela,41.6698545,-8.4450745,1080415
671,Ramón Castilla,-16.3607933,-71.5438952,698742
672,Jitian,24.56853,112.089781,1155708
673,Perdões,-21.0794915,-45.0933497,471892
674,Chepes,-38.9770913,-68.0772116,290741
675,Semang,-7.0051453,110.4381254,547324
676,Dianqian,24.5306908,118.109506,678242
677,Dzorastan,39.2687372,46.3568418,270292
678,Baiyun,23.157289,113.273288,593375
679,Embarcación,-41.1254857,-71.2485941,942302
680,Muyi,34.386714,107.445334,162681
681,Buenos Aires,19.4052965,-99.1504583,405971
682,Isahaya,32.851086,129.9478595,449760
683,Huangascar,-12.899232,-75.8312432,299165
684,Białobrzegi,50.1063169,22.3570583,1427822
685,Kalamangog,6.72556,124.06889,1206122
686,Huancheng,30.940195,118.75868,210219
687,Cililitan,-6.2632684,106.8635643,1103499
688,Lâm Thao,21.3026143,105.3014109,1368353
689,Charxin,39.6725789,66.7724653,1316679
690,Esigodini,-20.2906811,28.9383082,490560
691,Ankola,-7.3071,107.1272,1024619
692,Stanisław Górny,49.8922979,19.621588,1020150
693,Cambará,-23.047822,-50.068456,1201057
694,La Playosa,-32.0974801,-63.0334803,326835
695,São João da Boa Vista,-21.9751571,-46.7997801,1152101
696,Otjimbingwe,-22.3531369,16.1286901,1062163
697,Munsan,37.8530229,126.7842319,362986
698,Livadiya,44.4751299,34.1479155,848306
699,Taquari,-29.7569364,-51.8311441,1213029
700,Jinhe,26.695419,101.841707,1068302
701,Dajasongai,-7.04486,113.73422,1081168
702,Greenville,5.0153677,-9.0377612,254674
703,Huanglong,32.748741,103.82319,1030203
704,Alkmaar,52.6201537,4.7406288,343106
705,Kaznějov,49.8931387,13.3829583,1067394
706,Jetis,-7.783297,110.363649,1166538
707,Alor Setar,6.1191928,100.3707441,1278720
708,Makin Village,3.1166667,172.8,850730
709,Halteu,-6.914339,107.5788509,499499
710,Ambatondrazaka,-17.8336363,48.4088007,843209
711,Uvira,-3.3728836,29.1448793,1075176
712,Tuwa,-1.325763,119.9856157,518894
713,Xinhui,22.4583,113.034187,1455323
714,Terek,43.4795902,44.1393572,1170653
715,Postojna,45.7830298,14.2038417,214698
716,Xiazhai,24.34712,117.174685,880230
717,Repelón,10.5646285,-75.1232201,931680
718,Hengxianhe,33.339839,106.08092,437516
719,Heshang,25.941708,119.560304,1223293
720,Gangkoujie,29.724842,115.788192,781778
721,Tangtou,30.070933,118.181531,550133
722,Cerro Corá,-31.43337,-64.2142976,1339647
723,‘Ajlūn,32.3325599,35.751742,1307168
724,San Antonio,29.42,-98.49,860598
725,Cimuncang,-6.1130137,106.1610343,365350
726,Chicago,41.9720786,-87.7517295,1048387
727,Soko,-7.0961965,111.9403254,531962
728,Sison,14.609579,120.993122,657909
729,Shuakhevi,41.631471,42.1907465,1267050
730,Ma‘bar,14.7953378,44.2905281,922584
731,Dīla,6.4126332,38.3007613,665363
732,Onitsha,6.1413122,6.8029489,1118064
733,Padas,-2.576499,112.542,701400
734,San Antonio Aguas Calientes,14.5495607,-90.7858316,785714
735,Karantaba,13.5699981,-14.5611573,849447
736,Ash Shaḩānīyah,25.4106386,51.1846025,1382212
737,Kamyanyets,52.3979454,23.8257811,1123608
738,La Unión,1.6562817,-77.1788048,818037
739,Mezhevoy,55.1662846,58.7926322,211485
740,Raoyang,38.235892,115.725833,853427
741,Cabeço de Vide,39.133989,-7.5865443,1084083
742,Tambura,5.6052635,27.4673845,499404
743,Batan,14.5939732,121.0228043,1411183
744,Lisewo,53.2954476,18.6875465,1029096
745,Sagrada Familia,14.5706006,121.0052221,877853
746,Imishli,39.8694686,48.0665218,1302229
747,Poddębice,51.8803457,18.9033376,208884
748,Tambov,52.7060809,41.3951119,239360
749,Torsås,56.412767,16.0115323,574415
750,Weda,0.3407154,127.8300034,1178356
751,Almeirim,0.2415538,-53.7369154,395156
752,Xijiadian,32.748143,111.183426,859897
753,Karawatu,-4.0180556,133.4608333,979227
754,Zarya,56.7477877,37.1492786,1068319
755,Thap Than,15.491919,99.8348146,1213679
756,Randudongkal,-7.0898684,109.3247866,1309603
757,Novi Itebej,45.5178224,20.6883184,879677
758,Pokachi,61.7267327,75.333769,973660
759,Sandakan,5.83864,118.116958,1296118
760,Umi,33.5610062,130.5635665,646690
761,Ust-Maya,60.383333,134.45,1022367
762,Beaverlodge,55.21664,-119.43605,818540
763,Labuan,7.1133648,125.6286673,1007893
764,Osiedle-Nowiny,50.6992259,21.896691,216336
765,Chust Shahri,41.005341,71.236153,1175945
766,Huangbu,23.124134,115.138892,1363177
767,Luuka Town,0.7250599,33.3037143,1450798
768,Pidvolochys’k,49.5290848,26.1416979,1474537
769,Gustavia,17.8964345,-62.852201,288085
770,Volodymyrets’,51.4238758,26.1385322,465303
771,Hebian,26.87365,115.102495,183497
772,Charlotte,35.2299999,-80.84,421756
773,Dalazi,25.704535,113.956275,404361
774,Koton Karifi,8.1,6.8,298696
775,Narsingdi,24.134378,90.7860057,1219029
776,Ḩalāwah,32.3858505,35.6629038,1328102
777,Noisy-le-Grand,48.8478808,2.5525914,1219501
778,Tabia,32.0302286,-6.7969224,534546
779,Faya-Largeau,17.9236623,19.1107114,1170164
780,Nkpor,6.1462401,6.8297403,876597
781,Naqadeh,36.956333,45.3878348,949619
782,Bojongnangka,-6.9070543,109.3575011,1205643
783,Kyzylzhar,54.8625893,69.2398607,529382
784,Kuliyapitiya,7.4700828,80.0472702,634876
785,Skhodnitsa,49.2251043,23.3483512,868843
786,Zhongguan,30.651078,120.183168,743836
787,Mangai,-4.061738,19.5865629,359848
788,Huangban,28.246367,109.169053,1127839
789,Promyshlennovskiy,55.5099217,86.1521385,1462089
790,Capelinha,-17.6929945,-42.5172107,647662
791,Épinal,48.2576572,6.4140214,1127251
792,Granica,50.6696898,18.2791747,766792
793,Citambal,-7.43712,108.36198,276081
794,Ribeiro,42.0291575,-8.3299947,310097
795,Shangdian,33.759248,109.875933,446229
796,Hangu,33.5810958,71.4303404,1479006
797,Clifden,53.488087,-10.022186,905120
798,Jingzhou,30.335237,112.239631,1018549
799,'s-Hertogenbosch,51.6861013,5.2933198,816335
800,Ciherang,-6.5864219,106.7441048,236339
801,Meia Via,39.4721645,-8.5034561,427099
802,Lunao,14.5639944,121.0326387,1410666
803,Itapeva,-23.9793102,-48.8768997,1032199
804,Ulimonong,-8.2399,124.4052,627887
805,Kitui,-1.3750813,37.9952144,698602
806,Rudka,52.7301035,22.6886729,1122957
807,Lappeenranta,60.9794357,28.0853523,1076738
808,Ostuncalco,14.868392,-91.619388,1288204
809,Srednebelaya,50.65854,128.00932,152890
810,Santo Tomás,12.0687,-85.0908671,995233
811,Lac La Biche,54.7669,-111.96861,540509
812,Artur Nogueira,-22.573223,-47.1731269,1015180
813,Pataha,-6.2366306,106.7997862,310603
814,T’ianet’i,42.1119268,44.9672863,316648
815,Nunhala,-9.6218,124.4923,794304
816,Stockholm,59.334679,18.0899315,242754
817,Sinhyeon,35.474465,128.2579205,405263
818,Franceville,-1.6196441,13.6015463,473602
819,Fenggao,29.421736,105.682385,1352091
820,Puerto Natales,-51.7308935,-72.4977407,436043
821,Xingdian,32.032275,118.449305,295448
822,Waterloo,8.3266095,-13.0645021,1478962
823,Virovitica,45.8316463,17.3855429,1487116
824,Baykalovo,57.3921266,63.7602594,1050274
825,Waihi Beach,-37.3965056,175.9364317,849750
826,Pawak,8.0566664,124.2338867,471930
827,Mongo,12.1862546,18.6917922,553600
828,Cakran,40.590023,19.6440066,1035125
829,Bitica,1.4243635,9.6216084,509132
830,Huafeng,27.789796,120.67484,1259525
831,Baoji,34.363184,107.237743,720010
832,Jieyang,23.549701,116.372708,1479063
833,Sidu,30.619516,110.400306,379188
834,Ķegums,56.7402899,24.7181651,731435
835,Corcuera,12.8074809,122.0553349,256017
836,Souto,41.5608072,-8.5863716,1084053
837,Jiangxiangzhen,28.75778,116.024389,336365
838,Itupiranga,-5.0377529,-49.8547266,1274991
839,Denver,39.74,-104.98,767937
840,Miaoyu,38.172697,114.572919,834394
841,Greenville,5.0153677,-9.0377612,581958
842,Lidian,32.272766,119.579153,1344640
843,Hufang,27.330904,117.044081,269979
844,Lykóvrysi,38.067613,23.7804059,993936
845,Piña,14.578621,121.0702405,498361
846,Sernovodsk,53.9256842,51.2577545,488140
847,Dayr as Sūdān,32.03213,35.14844,1368584
848,Temirgoyevskaya,45.1099574,40.2950699,1053746
849,Bojano,54.4350153,18.3395929,825865
850,Mulanje,-16.0252339,35.5083136,1258717
851,Da Nang,16.0544068,108.2021667,338600
852,Jiusi,26.096382,107.454787,1165626
853,Shapa,28.098056,101.579377,588345
854,Ban Mo,14.6199611,100.7323332,380943
855,San Fernando,7.9187344,125.3297787,474796
856,Llipa,-12.0463731,-77.042754,992657
857,Metz,49.1441362,6.1519975,1053611
858,Al Bāţinah,15.48333,48.43333,984648
859,Puksoozero,62.587277,40.61071,677452
860,Caohe,35.383289,112.662069,293139
861,Sara Kunda,13.533238,-15.412011,755593
862,Katrineholm,58.9867399,16.1955511,535984
863,Celeirós,41.2426773,-7.5586322,1480656
864,Widuchowa,53.1395216,14.4504726,308557
865,Houba,27.420628,107.159835,1020608
866,Dudchany,47.1860699,33.7785346,511201
867,Colotenango,15.4053048,-91.7142051,640803
868,Basel,47.532117,7.593124,473413
869,Kitakami,37.8098511,139.1200637,907157
870,Béreldange,49.689224,6.0628765,616194
871,Poconé,-16.2664706,-56.6265989,1476496
872,Makurazaki,31.2840967,130.3267278,226157
873,Francisco I Madero,25.8263535,-97.5294628,824739
874,Boa Esperança,-24.2670414,-52.7241914,449818
875,Hanshou,28.906106,111.970514,157762
876,Bol,13.470554,14.707735,849787
877,Delft,52.0095284,4.3342058,1156757
878,Votkinsk,57.0384344,54.0037032,1252077
879,Janas,38.8247852,-9.4383868,1150875
880,Amsterdam Nieuw West,52.3576375,4.7901227,283461
881,Osiek,53.1595566,19.3969614,218792
882,Shigou,22.483182,113.916509,726826
883,Sharïngol,49.2575136,106.4385875,437484
884,Ourozinho,40.951501,-7.3462545,1427647
885,Turangi,-38.9898711,175.8087485,1051565
886,Xingfu,37.031485,118.254644,1127428
887,Chuhuyiv,49.8363158,36.6813123,560104
888,Lukavice,49.8229025,16.9204034,713780
889,Kudymkar,59.0069977,54.6643867,173538
890,Wielgie,52.7489266,19.2533342,259298
891,Tëplaya Gora,58.5336853,59.0754123,1096060
892,Longsha,47.317308,123.9575311,392395
893,Adraskan,33.6716082,61.9813913,1214331
894,Xiongji,23.125827,113.2756,803239
895,Lingyuan,41.245445,119.4015739,350131
896,Yeghegnut,39.8726158,45.3575191,203491
897,Candelaria,4.5943745,-74.0740729,985400
898,Montor Timur,-6.4041582,105.8730678,547498
899,Qorao’zak,43.0174717,60.011507,1478052
900,Guaíba,-30.1090924,-51.3238273,501267
901,Barajalan,-7.1332,113.53472,1313510
902,Mayenne,47.854132,-0.607106,154917
903,Betulia,7.0706548,-73.4415929,155775
904,Tieremu,39.119934,77.002783,292745
905,Sapol,13.365,121.1893,594734
906,Volodymyr-Volyns’kyy,50.85253,24.32364,1287904
907,Luwingu,-10.2474296,29.9104436,555765
908,Shixiang,30.3312397,120.1534039,1119289
909,Papringan,-7.4819949,110.6496693,967269
910,Huazhou,21.664044,110.639569,287223
911,Chosica,-11.9314714,-76.7024635,1406829
912,Maracaçumé,-2.0133843,-45.9991326,815544
913,Upton,53.3723602,-0.7009333,1442233
914,Tafo,6.7360651,-1.6080974,612636
915,Birinci Aşıqlı,39.8213543,47.675856,1193460
916,San Antonio,29.5613789,-98.5612534,1183563
917,Zubin Potok,42.9148171,20.6897443,309168
918,Adela,14.5994449,120.9990792,219590
919,Palumbungan,-7.2652612,109.3575011,498930
920,Conima,-15.4601506,-69.4355341,1421362
921,Tougan,13.0695031,-3.0626284,421953
922,Viga,13.869601,124.3090475,727071
923,Aktau,43.6410973,51.1985113,1062784
924,Nantes,47.2550409,-1.5401497,401941
925,Kuangshan,27.780089,111.502705,1495029
926,Ararat,39.8551211,44.6942731,288686
927,Al Jīzah,31.700896,35.9510312,1019930
928,Castelões,41.4122069,-8.4333383,1301038
929,Paderne,37.1764814,-8.201073,821571
930,Taiping,53.3004898,-6.2634596,606906
931,Brest,48.3909721,-4.4854059,262281
932,Cetinje,42.3930959,18.9115964,425810
933,Yesan,36.6826123,126.8483951,973340
934,Kedian,31.360037,112.874938,1309007
935,Rulenge,-2.7158764,30.6286186,845992
936,Hartola,61.5792581,26.0188652,258418
937,Pinheiral,-22.5383309,-44.0103922,1121643
938,Genet,34.0567271,-118.364791,442769
939,Cibaregbeg,-6.9110023,107.1750393,1436855
940,Los Andes,1.5156,-77.49498,1165418
941,Tras Cerros,15.3047612,-88.6639228,889196
942,Dazhongzhuang,32.425185,114.387043,195156
943,Hashaat,47.35,103.4166669,778094
944,Fengsheng,22.8311155,113.2516686,680294
945,Kota Kinabalu,5.9840985,116.0761121,617353
946,Piskivka,50.6960614,29.5987334,328176
947,Hongch’ŏn,37.6969518,127.8886827,301283
948,Jingning Chengguanzhen,35.520197,105.728077,1320626
949,Malakand,34.7461463,71.8472364,818872
950,Derhachi,50.1097212,36.1155026,451696
951,Rulong,30.941593,100.311804,1413509
952,Saint-Raymond,46.8922184,-71.8291245,1372707
953,Žrnovnica,43.5211998,16.5578656,719292
954,Orlovka,43.9923818,43.7706401,1487020
955,Donostia-San Sebastian,43.3057431,-1.9802013,1097622
956,Shidong,25.849502,107.280659,1112853
957,Tucupita,9.0691769,-62.0458106,365599
958,Kertasari,-7.2760371,107.6925674,918091
959,Montalvo,-1.7879521,-79.2873953,446637
960,Petrokamenskoye,57.716,60.6484,838078
961,Raposos,-19.9640617,-43.8083531,361216
962,Barbacoas,9.4811641,-66.9719947,514536
963,Aranas Sur,13.6256926,123.1848939,1424967
964,Kariya,37.841046,140.5203882,258073
965,Serednye Vodyane,47.9848822,23.9117575,205768
966,Estelí,13.0851139,-86.3630197,526993
967,Tuchów,49.89477,21.05416,1124933
968,Gaimán,-43.2659531,-65.3552631,1392863
969,Maripipi,11.7629173,124.3277267,872356
970,Daban,21.72342,108.452555,886216
971,Taishang,22.251924,112.794065,494539
972,Boguchwała,49.997292,21.9314509,428611
973,Cabagan,17.424274,121.779585,498816
974,Dingbu,31.284181,119.160586,1389208
975,Yihe,23.1497287,113.3227193,1274916
976,Santa Maria,14.5806413,121.0036417,1223386
977,Singkir,-7.7257788,108.1636206,1422487
978,Labansari,-6.2822524,107.2518631,647437
979,Rungkang,-6.9143251,108.8105899,280009
980,Ayaviri,-14.8842942,-70.5889612,351516
981,Xuezhen,34.954857,109.299475,297478
982,Sikasso,11.3223834,-5.6983979,1478196
983,La Hacienda,9.8827617,124.3882585,200880
984,Nong Saeng,17.1413481,102.7824777,857963
985,Kolobolon,-10.7903678,123.1407761,330591
986,Kirovs’k,48.6354729,38.6373937,983878
987,Extrema,-22.8521905,-46.3160679,301601
988,Mandi Bahāuddīn,32.5992796,73.4803095,1008442
989,Velyka Bilozerka,47.2186081,34.6661709,1459456
990,Esigodini,-20.2906811,28.9383082,594112
991,Acaraú,-2.8880609,-40.1186635,206861
992,Korczyna,49.7549498,21.8253619,962820
993,Kajok,8.303998,27.993441,270326
994,Laiya,6.0343516,124.5217429,586203
995,Oeiras,-7.0386232,-42.1572702,1380165
996,Stará Huť,49.5642187,13.5559769,904382
997,Sidareja,-7.4846821,108.7833982,995830
998,Perm,57.9887927,56.1415665,956800
999,Järfälla,59.4018083,17.8046531,765883
1000,Kasungu,-13.0356794,33.4719832,293636
