id,city,country,lat,long,income
489,Seymchan,RU,62.930833,152.385,78702.36
490,Sepekov,CZ,49.4411457,14.4059275,68889.61
491,Sukamulya,ID,-6.1583904,106.4288088,48012.76
492,Pangawaren,ID,-7.3897541,108.8640607,46205.15
493,Gongchang,CN,34.995728,104.655337,95314.86
494,Kahama,TZ,-3.837556,32.593828,53463.77
495,Murygino,RU,58.740909,49.4604521,94608.91
496,Pérez,AR,-34.785428,-58.3886187,99806.65
497,Wailolong,ID,-8.2447934,123.6455502,49385.88
498,Brka,BA,44.8373278,18.7330664,87421.87
499,Złotoryja,PL,51.2036947,16.1523941,27910.09
500,Feričanci,HR,45.5380557,17.9794368,94416.07
501,Mlonggo,ID,-6.5277643,110.7095788,59012.76
502,Cavadas,PT,40.954617,-8.481788,25133.22
503,Airmolek,ID,-0.3915604,102.2862694,78002.25
504,Funehikimachi-funehiki,JP,37.4391941,140.5728754,66922.50
505,Iłowa,PL,51.5000229,15.1996268,85904.16
506,Criciúma,BR,-28.6727702,-49.3733771,32764.36
507,Vogar,IS,63.9825,-22.379,89320.67
508,Bengga,ID,-1.783333,119.466667,22847.91
509,Liutang,CN,28.162833,113.643076,64748.62
510,Taketoyo,JP,34.8838824,136.870408,26243.25
511,Wapno,PL,52.9109049,17.4718232,51927.01
512,Avon,FR,48.9741782,2.5130988,58588.24
513,Gaosheng,CN,23.41698,113.078569,97588.93
514,Langchi,CN,26.085391,119.583599,98383.94
515,Mahalapye,BW,-23.107801,26.8321332,80871.39
516,Colorado,BR,-28.4629851,-52.9814383,72189.48
517,Wangshi,CN,34.9520642,118.3410867,82106.43
518,Klishkivtsi,UA,48.4012026,26.2777899,37685.27
519,Primorka,RU,47.2792583,39.0522384,98617.67
520,Bandaragung,ID,-5.3003056,105.6823124,81514.17
521,Golbey,FR,48.1772789,6.400366,50281.35
522,Krajan Tengah,ID,-7.3356583,109.0798332,53158.25
523,Nangxian,CN,29.046337,93.074702,70199.23
524,Greensboro,US,36.1069958,-79.8522564,31718.98
525,Itatinga,BR,-23.1067087,-48.6123867,26111.79
526,Thới Bình,VN,9.3473628,105.1726816,43663.24
527,20 de Noviembre,MX,19.4449916,-99.1082647,57387.53
528,Vuokatti,FI,64.1457767,28.268999,49715.36
529,Fengshuling,CN,30.235005,116.475481,53455.84
530,Hantang,CN,35.032891,108.093259,40217.60
531,Ueki,JP,36.8830175,137.4502378,83329.19
532,Portarlington,IE,53.158984,-7.185387,36713.83
533,Damascus,SY,33.5138073,36.2765279,44828.31
534,Tân Hòa,VN,21.3971282,106.71167,51255.86
535,Bordeaux,FR,45.697904,0.964671,91947.65
536,Cambuga,PH,13.513211,122.469352,47495.68
537,Watunggong,ID,-8.5437713,120.6749301,43093.97
538,Ringim,NG,12.151801,9.0571089,61792.05
539,Qingfenglin,CN,27.799581,106.839279,95198.93
540,Muli,MV,2.9205384,73.5807606,48161.58
541,Xiaopingba,CN,23.212853,103.952615,71754.86
542,Rokem Barat,ID,-6.8973,113.5316,77196.59
543,Kiev,UA,50.4501,30.5234,84766.46
544,Murmashi,RU,68.8128001,32.7986688,64153.08
545,Yuchi,CN,44.9346438,128.7694378,47564.53
546,Ar Rumaythah,IQ,31.5255021,45.2009362,50770.44
547,Yahe,CN,27.6616992,120.5610519,28234.14
548,Owo,NG,7.198851,5.593239,25082.60
549,Alastaro,FI,60.9529954,22.8649749,48276.45
550,Langchuan,CN,29.492402,118.604556,82575.58
551,Kalloní,GR,39.233118,26.2072301,42915.20
552,Matriz de Camaragibe,BR,-9.0972502,-35.5876697,85557.21
553,Chaoyang,CN,41.57365,120.4493879,98106.73
554,Złotniki Kujawskie,PL,52.8886634,18.1227285,97849.07
555,Kaz,RU,53.109084,87.546299,92043.04
556,Piteå,SE,56.0462575,12.730766,55266.83
557,Jingzhuang,CN,34.811495,108.531138,98267.15
558,Skoki,PL,52.67226,17.1606199,61619.30
559,Sandy Bay,HN,16.3273562,-86.5627851,42371.01
560,Sasayama,JP,37.4547684,140.5368503,20245.75
561,Anderstorp,SE,57.3423349,13.7300442,86945.87
562,Radocza,PL,49.917089,19.468167,99488.34
563,Amarete,BO,-15.23723,-68.965462,36709.53
564,Puerto Galera,PH,13.5218669,120.9617948,48345.39
565,Gobabis,NA,-22.3990179,18.9739954,46333.17
566,Dongshan,CN,23.701262,117.430061,39279.00
567,Blainville,CA,45.7013243,-73.9284855,52544.47
568,Immātīn,PS,32.192361,35.159475,52586.34
569,Loznitsa,BG,43.3497076,26.626104,38560.55
570,Centenario,AR,-38.848827,-68.119936,86322.93
571,Kaliprak,ID,-6.8864,111.583,22453.60
572,Chirilagua,SV,13.2206714,-88.1401188,61185.18
573,Drammen,NO,59.7414102,10.2299413,50934.67
574,Diamantino,BR,-14.4040989,-56.4370932,44845.04
575,Kaeng Khoi,TH,14.5801157,101.003522,69736.12
576,Jackson,US,32.2821952,-90.2291565,89544.51
577,Chishui,CN,28.590337,105.697472,72548.14
578,Strzelce Krajeńskie,PL,52.87728,15.52966,35681.42
579,Kiten,BG,42.2342735,27.7702053,89536.60
580,Treinta y Tres,UY,-33.229046,-54.3576473,28598.14
581,Wang Hin,TH,14.9792432,104.2163411,49983.73
582,Cipinang,ID,-6.2074293,106.8915948,85213.40
583,Trondheim,NO,63.4251464,10.4677043,40861.35
584,Xialaba,CN,39.596147,112.670816,31718.56
585,Rušanj,RS,44.6773413,20.4439853,91842.20
586,Zhoujiaba,CN,30.86006,108.650157,73411.31
587,Chifeng,CN,42.25785,118.886931,78858.71
588,Béboto,TD,8.2659713,16.9388118,42135.84
589,Knyaze-Volkonskoye,RU,48.4869585,135.4627446,67996.57
590,Ungsang,KR,35.40611,129.16861,68313.67
591,Sarykemer,KZ,43.0052216,71.513917,80552.64
592,Kozje,SI,46.0733211,15.5596719,76824.50
593,Machinda,GQ,1.8786869,9.9716585,71449.74
594,Hrvatini,SI,45.5746977,13.7677916,76693.53
595,Houndé,BF,11.4894238,-3.523092,22815.86
596,Mangxing,CN,38.932165,76.204351,32056.74
597,Nalsian Norte,PH,15.8564553,120.4356909,65556.25
598,Medeiros Neto,BR,-17.3079902,-40.1862129,29523.17
599,Keffi,NG,8.8471213,7.8776023,20003.82
600,Hongsi,CN,38.604702,100.825981,26240.94
601,Oleiros,PT,39.9153943,-7.9165006,39873.03
602,Basel,CH,47.532117,7.593124,95075.74
603,Dong’an,CN,26.394403,111.314117,58431.66
604,Shaami-Yurt,RU,43.2261193,45.3885257,96703.71
605,Höshööt,MN,48.94776,89.14358,24730.24
606,Chaltyr,RU,47.284461,39.4991783,76981.99
607,Guixi,CN,28.292519,117.245497,92544.81
608,Manaloal,PH,14.6419036,121.0120679,98366.74
609,Nakhabino,RU,55.8389853,37.1414146,86930.99
610,Kaavi,FI,63.0331454,28.4032167,91388.57
611,Guangyi,CN,23.7247599,108.8076195,57473.44
612,Thai Charoen,TH,18.7396468,100.6985738,55078.14
613,Horta,PT,38.5328,-28.626058,21393.00
614,Mişrātah,LY,32.3196827,15.1025075,46574.70
615,Eydhafushi,MV,5.1025787,73.0685665,53267.96
616,Tuanai,ID,-6.223224,106.825714,86810.01
617,Spas-Zaulok,RU,56.4768137,36.5752249,75904.73
618,Al Burayqah,LY,30.41,19.57,90027.12
619,Saint Louis,US,38.6132118,-90.3207299,38768.38
620,Cilangkap,ID,-6.334631,106.9093,46073.13
621,Ebebiyin,GQ,2.1514272,11.3317605,58910.51
622,Salto de Pirapora,BR,-23.6443472,-47.5720968,35706.86
623,Zhanping,CN,28.023893,116.263188,44446.34
624,Burgas,BG,42.5187534,27.4772798,73526.20
625,Augusta,US,33.4243373,-82.1387233,47474.60
626,Kathmandu,NP,27.7172453,85.3239605,35954.75
627,Dimitsána,GR,37.5955677,22.0395213,39724.32
628,Liquan Chengguanzhen,CN,34.488516,108.423318,75849.77
629,Karanganyar,ID,-7.6387228,111.0460407,86484.14
630,Maca,PE,-15.6418418,-71.7674379,54862.47
631,Sawara,JP,33.5050373,130.3331069,88925.04
632,Alexandria,US,38.8189466,-77.0593246,83243.26
633,Paghmān,AF,34.5911393,68.9569399,73692.23
634,Miao’ertan,CN,28.947037,109.47991,32907.95
635,Svislach,BY,53.0358086,24.0942729,44116.40
636,Batibati,ID,-3.565921,114.7855271,98234.55
637,Novi Karlovci,RS,45.0575208,20.1945283,26943.69
638,Ōdate,JP,37.0597622,140.8775769,93930.91
639,Lyuban’,RU,59.76039,30.4754399,52674.58
640,Oakland,US,37.8336281,-122.2029832,80784.97
641,Khōshāmand,AF,32.68567,68.23801,38273.37
642,Matabao,PH,9.9241833,123.9181504,70235.56
643,Fteliá,GR,41.0828211,24.1908648,69171.95
644,Knysna,ZA,-34.0508783,23.0935283,78487.38
645,Nynäshamn,SE,58.9195438,17.9393289,82091.42
646,Aoqiao,CN,31.364902,108.249509,94377.88
647,Madan,ID,3.5951956,98.6722227,51121.23
648,Hor,CN,30.77175,81.61526,39733.46
649,Ipoh,MY,4.6096768,101.1064003,75849.76
650,Zeguo,CN,28.498966,121.362315,43580.63
651,Staffanstorp,SE,55.6386983,13.1962394,50790.41
652,Xiangride,CN,36.089488,97.863214,32293.29
653,Junqueiro,PT,38.6849828,-9.3469171,29891.63
654,Krzyżanowice,PL,49.9742851,18.2638644,54178.97
655,Pretana,ID,-9.6161,119.6441,45140.55
656,Vodnyy,RU,63.503807,53.410931,70490.23
657,Fier,AL,40.727504,19.5627596,92689.92
658,Timezgana,MA,34.58,-4.73,31344.69
659,Feng’an,CN,23.0981075,113.2537007,70837.91
660,Pariti,ID,-10.02569,123.729698,70383.75
661,Yandian,CN,35.563819,116.651828,71974.61
662,Lākshām,BD,23.2116858,91.1161166,55035.15
663,Detroit,US,42.2827426,-83.1488186,95556.39
664,Doug An,VN,15.58224,108.11422,23480.97
665,Cincinnati,US,39.2708955,-84.3279093,91124.53
666,Turośń Kościelna,PL,53.0249087,23.0202458,23907.37
667,Targuist,MA,34.9432203,-4.3128549,71429.38
668,Indianapolis,US,39.8494377,-86.2666463,79373.90
669,Bosilovo,MK,41.44056,22.72778,50635.09
670,Arfará,GR,37.1560675,22.0444933,38778.14
671,Yuncao,CN,28.2442799,104.1435113,74117.95
672,Budapest,HU,47.479469,19.0544773,26233.26
673,Chemnitz,DE,50.7868675,12.8945945,70286.35
674,Kabukarudi,ID,-0.789275,113.921327,42795.19
675,Colmar,FR,48.0724737,7.3469006,64673.21
676,Sembakung,ID,3.8024611,117.2205771,80708.34
677,Bor Ondor,CN,44.26667,122.4,87904.38
678,Oriximiná,BR,-1.7618311,-55.8638155,84452.46
679,Balangonan,PH,5.921153,125.633439,90654.91
680,Zürich,CH,47.3842312,8.5324101,66814.23
681,Deep River,CA,46.0972432,-77.494026,42047.54
682,Longshan,CN,42.901533,125.136451,97600.58
683,Niort,FR,46.823629,-0.4928359,36198.70
684,Apucarana,BR,-23.5586314,-51.4650904,93469.14
685,Xinqiao,CN,31.058765,121.315718,89484.36
686,Sanjiazi,CN,37.1893492,119.9569362,20877.29
687,Argelia,CO,4.727773,-76.121514,39764.23
688,Santa Cruz,PT,41.8033445,-7.5528376,63420.48
689,Majzar,YE,15.85,44.775,52801.68
690,Al Hijrah,YE,17.29788,43.38718,24893.83
691,Postojna,SI,45.7830298,14.2038417,70205.56
692,Ostružnica,RS,44.7173412,20.3325582,35941.12
693,Jinshanwei,CN,30.741203,121.300071,44640.81
694,Sitangkai,PH,4.7442679,119.402976,44606.03
695,Jiangpan,CN,22.781631,108.273158,99263.03
696,Buan,PH,13.939297,121.6397151,32899.51
697,Herrljunga,SE,58.0780287,13.0188387,26623.30
698,Pithári,GR,35.5155989,24.1076107,45346.98
699,Svay Rieng,KH,11.142722,105.8290298,76442.18
700,Gemuruh,ID,-7.4061863,109.6490516,91841.35
701,Log pri Brezovici,SI,46.0082081,14.3592112,30662.71
702,Touzao,CN,32.888994,120.555917,71250.31
703,Wangliao,CN,31.7304839,117.3437409,38234.89
704,Ritchie,ZA,-29.0311602,24.5877497,72514.70
705,Aix-en-Provence,FR,43.4931556,5.3698187,96052.48
706,Longhu,CN,23.372254,116.716446,20443.24
707,Aconibe,GQ,1.2964078,10.9439689,23654.40
708,Kobe,JP,34.5465928,134.3028193,22885.90
709,Hāsilpur,PK,29.530502,72.1485713,85691.82
710,Zhangzhu,CN,34.746611,113.625328,93960.35
711,Ribeira Grande,CV,17.1820718,-25.0658748,32323.63
712,Sidaraja,ID,-6.9854642,108.5730321,61097.97
713,Hualmay,PE,-11.0883431,-77.6106512,29669.78
714,Sakhnīn,IL,32.864167,35.294547,70607.93
715,Tuanshan,CN,33.195993,105.606648,31549.66
716,Derjan,AL,41.6755501,20.0553882,60977.53
717,Kiyevskoye,RU,43.7071168,44.643763,34150.67
718,Veinticinco de Mayo,AR,-37.9599734,-57.6201482,98530.73
719,Rockford,US,42.2685543,-89.0965841,28234.84
720,Donglu,CN,23.0861808,113.4943199,91235.80
721,Tuymazy,RU,53.4249712,58.9688869,71478.77
722,Wujiayao,CN,40.8536972,111.6568972,55140.06
723,Tours,FR,45.70734,5.534063,33835.21
724,Coquitlam,CA,49.2815819,-122.7535881,63823.85
725,Adelaide,ZA,-32.7071454,26.2952385,30569.45
726,Āsbe Teferī,ET,9.0795272,40.8652187,99250.46
727,Noisy-le-Grand,FR,48.8478808,2.5525914,27705.17
728,Lilongwe,MW,-13.9626121,33.7741195,92576.97
729,Porto Martins,PT,38.694365,-27.066757,66582.54
730,Fulin,CN,28.524376,113.233807,52040.13
731,Jingdang,CN,31.422941,116.892944,42227.85
732,Majayjay,PH,14.1347846,121.5063802,52629.22
733,Valenciennes,FR,50.334011,3.460955,90222.13
734,Shiqiaotou,CN,31.30275,121.389084,62225.44
735,Lunel,FR,43.6793979,4.131084,53542.19
736,Chhāgalnāiya,BD,23.0386278,91.5184418,46688.33
737,Lakkíon,GR,37.1321706,26.8529432,64108.62
738,Carquefou,FR,47.2990712,-1.5086685,61972.58
739,Dhankutā,NP,26.9834552,87.3214908,24772.63
740,Songping,CN,22.558237,113.95494,54947.26
741,Leribe,LS,-28.9510773,28.2526623,71707.60
742,Yug,RU,57.737194,56.174166,71300.95
743,Anhua Daying,CN,24.414825,102.665768,52109.93
744,Sang-e Chārak,AF,35.8523575,66.5223902,86872.93
745,Maroa,VE,2.7005604,-66.8081979,81165.89
746,Söderköping,SE,58.465971,16.1860744,75920.70
747,Östersund,SE,63.1689874,14.6907161,73002.17
748,New York City,US,40.75,-73.99,94379.47
749,Bromma,SE,59.3347189,17.9346454,45834.28
750,Mukō,JP,34.9565646,135.7023712,82934.55
751,Linxi,CN,43.61812,118.05545,80187.26
752,Santo António,PT,41.1461878,-8.6107389,86353.73
753,Sukorejo,ID,-7.1477523,109.9854145,78649.26
754,San Miguel,MX,19.3579802,-99.0806088,79333.59
755,San Jose,MX,18.026373,-95.514174,53316.74
756,Naḩḩālīn,PS,31.685608,35.120362,83029.76
757,Mvuma,ZW,-19.2773694,30.525031,22101.10
758,San Jose,MX,25.8007724,-100.4277766,56542.74
759,Chai Badan,TH,15.1042521,101.0768333,23342.37
760,Pochep,RU,52.8595744,33.3645241,68655.62
761,Nikitinskiy,RU,54.589538,85.9917785,33331.40
762,Tečovice,CZ,49.2210669,17.5873433,76479.47
763,Aurillac,FR,44.9263486,2.4396467,90486.24
764,Bigoudine,MA,30.7298739,-9.2162139,92876.77
765,Claver,PH,9.541232,125.820626,64589.02
766,Zhemtala,RU,43.235483,43.6687025,93453.67
767,Shaami-Yurt,RU,43.2261193,45.3885257,28116.30
768,Gramaços,PT,40.3464743,-7.8548033,77215.24
769,Fortios,PT,39.3195065,-7.4906959,67326.61
770,Jungutbatu Kaja Dua,ID,-8.6738819,115.2096864,43814.90
771,Āshkhāneh,IR,37.5544156,56.9267259,90981.76
772,Balabac,PH,14.5590365,121.0409808,87182.80
773,Haarlem,NL,52.3811357,4.6419648,78898.77
774,Chouto,PT,39.2122525,-8.2869478,58268.06
775,Kiltamagh,IE,53.8533151,-8.9949917,37661.19
776,Mosjøen,NO,65.836924,13.1934011,49515.47
777,Évora,PT,38.5703228,-7.9325424,53778.94
778,Karara,ID,-9.659525,119.0750837,73826.21
779,Machala,EC,-3.2581112,-79.9553924,22774.13
780,Buda-Kashalyova,BY,52.7201592,30.569225,34674.43
781,Shiyu,CN,26.0952694,119.3062749,83872.83
782,Awilega,ID,-6.2624908,106.1713267,55674.23
783,Dengfang,CN,34.454443,113.050581,21278.54
784,Savannah,US,42.6862558,-82.7625747,77780.97
785,Jinshan,CN,30.741991,121.341969,23437.83
786,Gubo,CN,24.564073,108.525769,66530.90
787,Vichuga,RU,57.1785332,41.9400627,78539.86
788,Pridonskoy,RU,51.6521236,39.0891762,94930.40
789,Masma,PE,-11.7843129,-75.4242758,70341.00
790,Tambarangan,ID,-3.0181855,115.1592718,81058.87
791,Midões,PT,41.5023719,-8.5818392,82027.06
792,Taboão da Serra,BR,-23.6228759,-46.7816647,45163.76
793,Rizó,GR,40.7338864,22.1375317,89581.97
794,Zizhao,CN,35.416734,119.526925,83836.29
795,Queimados,BR,-22.7106685,-43.5522256,72764.79
796,Pangal Sur,PH,16.67064,121.71581,31788.12
797,Hecheng,CN,27.578926,110.040315,85736.75
798,Betafo,MG,-19.8381858,46.8567756,51895.34
799,Coaldale,CA,49.7154966,-112.6338496,89959.97
800,Ostaszewo,PL,54.2207765,18.9709477,40740.54
801,Lukovë,AL,39.9915265,19.9154479,56544.60
802,Kołaczyce,PL,49.8073734,21.4331923,72677.62
803,Sicamous,CA,50.83312,-118.98565,45166.66
804,Santa Ana Huista,GT,15.6835,-91.81952,61116.99
805,L'Aigle,FR,47.3599545,6.3904955,58860.45
806,Niaojin,CN,39.3433574,117.3616476,43365.02
807,Rozhdestveno,RU,54.7288441,37.5438564,68428.97
808,Namīn,IR,38.4244545,48.4782419,53194.00
809,Berëza,RU,53.5087757,50.1567556,73308.50
810,Longzhou,CN,22.342771,106.854376,29651.23
811,Karanganyar,ID,-7.6387228,111.0460407,82960.30
812,Nanding,CN,36.740856,118.036787,80725.59
813,Taiping,CN,53.3004898,-6.2634596,91297.82
814,Kinnegad,IE,53.806868,-9.1327273,65539.51
815,Kotli Lohārān,PK,32.5887159,74.5022234,33523.34
816,Sumberjo,ID,-7.2030729,112.0237903,74551.69
817,Zevgolateió,GR,37.9375856,22.8008984,66855.53
818,Xiangyun,CN,25.48385,100.550945,87841.74
819,Payaman,ID,-7.4255209,110.2266293,25309.49
820,Sernovodsk,RU,43.336168,45.168817,79296.55
821,Stockholm,SE,59.3409629,18.0669843,84612.76
822,Fort Worth,US,32.93,-97.44,85956.22
823,Ituiutaba,BR,-18.9745738,-49.4600885,39706.71
824,Cabalaoangan,PH,15.9814118,120.8071339,81426.53
825,Siuna,NI,13.7405282,-84.7811621,44919.19
826,Lom Sak,TH,16.7733926,101.2451095,23046.48
827,San Gabriel,EC,0.5948949,-77.8281514,57307.26
828,Al Khānkah,EG,30.2182236,31.3579913,69125.56
829,Puyang,CN,35.761829,115.029215,28686.15
830,Kebon,ID,-6.183459,106.7647475,41500.68
831,Himaya,PH,14.2976248,120.9082571,89683.43
832,Нераште,MK,42.10667,21.10889,20796.37
833,Wotan,ID,-6.9556847,112.4917291,62180.16
834,Cajati,BR,-24.7300224,-48.108265,80474.88
835,Qinxi,CN,22.843818,114.164223,25052.61
836,Sembungin,ID,-6.7979774,111.755504,58146.89
837,Shunling,CN,25.58038,111.947363,53575.71
838,Babagan,ID,-6.7061169,111.4320603,76123.33
839,Tyoply Stan,RU,55.6042276,37.4919828,93676.60
840,Parachinar,PK,33.8942048,70.1081888,76390.05
841,Hodkovičky,CZ,50.0231437,14.4142733,31981.42
842,Kugri,CN,31.0978583,77.2678137,72814.09
843,Kass Wollof,GM,13.78333,-14.93333,76756.22
844,Dzhubga,RU,44.3264928,38.7015857,99035.48
845,Saint-Priest,FR,45.6739962,4.956609,51732.18
846,Cernache do Bonjardim,PT,39.8163431,-8.1873224,39133.23
847,Illkirch-Graffenstaden,FR,48.5271841,7.7424053,21309.54
848,Göteborg,SE,57.7051896,11.9006932,63421.38
849,Santa Quitéria do Maranhão,BR,-3.2826576,-42.941698,86603.07
850,Datian,CN,25.692699,117.847115,36903.44
851,Pu’an,CN,25.784135,104.953062,87712.74
852,Dzaoudzi,YT,-12.7822122,45.2582086,27134.21
853,Bartica,GY,6.4043217,-58.625825,21061.98
854,Daijiaba,CN,33.010035,106.179842,90351.64
855,Pajo,PH,14.631218,121.0628238,74480.07
856,Grästorp,SE,58.3374462,12.5693818,23309.62
857,Lanta Timur,ID,-8.6247652,118.9907046,57079.74
858,Pinhal de Frades,PT,38.5961493,-9.0880453,58859.92
859,Gweedore,IE,53.2737147,-9.0288689,31982.39
860,Paris 09,FR,43.4945737,5.8978018,67151.04
861,Zhangpu,CN,24.117102,117.613808,88445.82
862,Farshūţ,EG,26.0549565,32.1619136,52165.80
863,Shimen,CN,29.584292,111.380014,87612.85
864,Banfora,BF,10.6400163,-4.7588042,95519.57
865,Nazyvayevsk,RU,55.5674405,71.358565,96594.65
866,Rosice,CZ,49.3320487,15.6123444,49615.04
867,Sarulla,ID,1.78925,99.1089779,39673.98
868,Pérama,GR,37.9656089,23.5677089,70153.49
869,Kanoni,UG,0.1716468,31.9060633,60111.96
870,Brengkok,ID,-6.8962844,112.2205183,82868.51
871,Esil,KZ,51.9534228,66.4121857,36339.15
872,Nueva Gorgona,PA,8.5569109,-79.8716837,68835.95
873,Lukou,CN,31.7338222,118.8719394,87238.67
874,Itupeva,BR,-23.1330259,-47.048576,95079.98
875,Vidzy,BY,55.3948269,26.6327297,54890.63
876,Qiulu,CN,42.3683369,125.4352358,39571.33
877,Shangcunba,CN,28.677949,108.304926,37019.64
878,Qunsheng,CN,22.299807,112.565225,80765.72
879,Sila Lat,TH,15.4728312,104.071515,23301.93
880,Kobylin,PL,51.7157581,17.2266796,39733.47
881,Youdian,CN,23.1456682,113.253787,46267.43
882,Polyarnyy,RU,69.1979686,33.4406638,95826.00
883,Mliwang,ID,-6.8426021,111.8747445,72916.01
884,Kista,SE,59.4075977,17.9282806,43542.47
885,Dzagam,AZ,40.8930443,45.901513,85787.70
886,Gongpo,CN,19.789147,110.808679,75819.03
887,San Vicente Centenario,HN,14.8886565,-88.2777465,86860.74
888,Bhunya,SZ,-26.5380011,30.9962356,60683.67
889,Imġarr,MT,35.878762,14.439284,74872.61
890,Puerto Asís,CO,0.5471811,-76.1319953,65910.54
891,Rive-de-Gier,FR,45.5294991,4.6192695,57962.68
892,Nangela,ID,-7.3405276,106.7057733,29966.37
893,Duyanggang,CN,38.453095,114.600138,75114.49
894,Triandría,GR,40.6241099,22.9734623,56463.78
895,Notranje Gorice,SI,45.9865292,14.3999988,40354.35
896,Cambarus,PH,10.3385626,122.9316044,76426.73
897,San Jose,US,37.3326639,-121.8918364,58629.20
898,Miratejo,PT,38.6459249,-9.1453534,48920.74
899,Stockholm,SE,47.0203676,-68.1435063,97847.03
900,Ingeniero Guillermo N. Juárez,AR,-34.5939526,-58.5769684,59658.39
901,Vila Ribeiro,PT,38.5908192,-9.017701,91576.24
902,Pameče,SI,46.5448561,15.0941863,93995.32
903,Iznoski,RU,54.98806,35.31083,24965.07
904,Barretos,BR,-20.5558832,-48.5762695,91154.66
905,Meilin,CN,31.7311971,117.2313179,36376.95
906,Mantang,PH,11.8711517,125.4280007,42546.95
907,Shreveport,US,32.2392184,-93.5205641,43317.02
908,Tajerouine,TN,35.8904199,8.5528746,49083.27
909,Atamyrat,TM,37.8099917,65.2026017,56251.67
910,Nam Đàn,VN,18.6983445,105.5239912,98599.39
911,Huayllabamba,PE,-13.3379818,-72.0645776,31661.59
912,Ipaba,BR,-19.4085525,-42.374164,50657.99
913,Firenze,IT,43.7668053,11.2991498,21786.59
914,Wesoła,PL,50.2235249,20.046495,34363.80
915,Creil,FR,49.243003,2.510652,56748.06
916,Petaling Jaya,MY,3.1035814,101.640078,99787.69
917,Umeå,SE,63.827461,20.2599325,68503.82
918,Salinggara,ID,-6.3270611,106.1169299,98164.02
919,Lào Cai,VN,22.3380865,104.1487055,60398.10
920,Kačanik,XK,42.2278811,21.2568575,96717.60
921,Uppsala,SE,59.811981,17.6188276,86930.97
922,Xinshi,CN,23.199183,113.256439,59642.80
923,Chernelytsya,UA,48.8109783,25.431687,92246.58
924,Ughelli,NG,5.5001866,5.9938339,98143.75
925,Pasolapida,ID,-9.64,119.1631,67688.65
926,Kifrī,IQ,34.6886731,44.9580161,90150.60
927,Brzyska,PL,49.8232218,21.3934539,89886.56
928,Phlapphla Chai,TH,13.7464901,100.5129096,62657.81
929,Hetoudian,CN,37.0237497,120.5622121,52530.49
930,Tongren,CN,27.731514,109.189598,91245.56
931,Grosuplje,SI,45.9557645,14.658899,20204.32
932,Berezivka,UA,47.2038268,30.9163475,20403.69
933,Simpang,ID,-1.259553,104.100502,82471.16
934,Paiisa,PH,13.9289816,121.3567739,43239.87
935,Obsza,PL,50.3399747,22.9892667,27568.56
936,Socorro,CO,6.4360112,-73.28833,57520.21
937,Amarillo,US,32.9578909,-102.8518139,62166.95
938,Baoshan,CN,25.112046,99.161761,35962.63
939,Baizhu,CN,22.9457326,112.3578078,97282.60
940,Uvarovo,RU,52.0016128,42.344717,31965.57
941,Songmuping,CN,30.118912,111.484536,36187.18
942,Mahalapye,BW,-23.107801,26.8321332,64862.80
943,Rawannawi Village,KI,2.0516556,173.2633123,78143.19
944,Cochadas,PT,40.370514,-8.7330787,30365.67
945,Ḩawallī,KW,29.3332984,48.0158927,41918.50
946,Montpellier,FR,47.3752386,-0.8453268,94422.44
947,Boca do Acre,BR,-8.6931631,-67.952363,30357.74
948,Nakatsu,JP,33.4596808,132.7393724,80632.73
949,San Luis,PH,8.47834,125.743983,45120.65
950,Wonokerto,ID,-6.86277,109.6222698,88944.60
951,San Miguel Dueñas,GT,14.523594,-90.7973456,45697.55
952,"Brgy. Nalook, kalibo",PH,11.6818641,122.360249,83709.84
953,Obita,JP,35.3209172,136.8367649,82416.55
954,Menzel Abderhaman,TN,37.2418804,9.8738907,48948.12
955,Nishinomiya-hama,JP,34.7173896,135.3372233,28023.87
956,Juupajoki,FI,61.7927812,24.5525054,22975.09
957,Quipot,PH,13.9293954,121.3228399,76827.20
958,Gao’an,CN,28.441209,115.360554,85616.08
959,Comapa,GT,14.113818,-89.917591,52760.42
960,Farasān,SA,16.701895,42.120984,93871.89
961,Duishan,CN,28.90499,109.667164,52907.73
962,Surat Thani,TH,9.2964349,99.0571089,62199.69
963,Xianbao,CN,31.2467412,118.5462503,29813.27
964,Jinping,CN,23.365556,116.70345,37518.18
965,Pirca,PE,-11.24674,-76.661598,79455.92
966,Krasnoye,RU,54.605583,85.392777,75249.33
967,Pinrang,ID,-3.6483486,119.5571677,50248.09
968,Quinta,PT,41.2404268,-8.057813,86493.86
969,Sangoleng,ID,-6.9001,113.5144,31421.85
970,Myitkyina,MM,25.3946143,97.3840729,50208.06
971,Tagoloan,PH,8.5243626,124.757617,61284.17
972,Nanterre,FR,48.9098794,2.2829955,98855.55
973,Lazaro Cardenas,MX,20.7240105,-97.5308167,78697.59
974,Linköping,SE,58.3986162,15.5385144,48104.61
975,Samajie Ewenkeminzu,CN,47.534731,122.239885,61131.27
976,Lile,CN,19.543266,109.103413,82396.63
977,Dolna Banjica,MK,41.7856914,20.9077452,64133.51
978,Varazqān,IR,38.6754819,46.1117612,76811.01
979,Gibsons,CA,43.6813726,-79.7761974,24433.16
980,Renko,FI,60.8936893,24.2869324,56682.04
981,Saint-Constant,CA,45.3770527,-73.579509,91383.62
982,Pirapozinho,BR,-22.2756953,-51.5002318,85432.46
